SIMULATION 7: 100 xApps, 150 Parameters, 25 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
x2,p81,161.95,369.83
x2,p96,109.76,194.55
x2,p7,122.15,336.43
x2,p140,78.44,156.52
x2,p19,152.63,352.0
x2,p110,179.2,486.76
x2,p15,102.02,136.13
x2,p143,148.26,326.56
x2,p51,231.42,431.72
x2,p29,69.51,142.06
x2,p52,135.7,274.24
x2,p116,118.55,197.5
x2,p97,83.68,174.94
x2,p77,121.04,152.37
x2,p125,169.34,378.86
x2,p41,39.97,110.79
x2,p12,98.8,124.1
x2,p68,82.94,238.99
x3,p56,206.74,311.89
x3,p29,101.89,143.96
x3,p81,184.4,473.43
x3,p88,108.35,459.15
x3,p102,214.97,427.83
x3,p14,176.57,248.19
x3,p28,61.12,103.65
x3,p24,146.3,202.53
x3,p68,153.02,198.29
x3,p39,192.39,464.1
x3,p116,99.26,271.53
x3,p11,67.5,90.48
x3,p7,40.91,311.93
x3,p98,45.92,224.14
x3,p115,74.17,139.47
x3,p147,90.25,345.48
x3,p113,113.41,212.97
x3,p33,22.64,65.48
x3,p22,127.97,282.55
x3,p57,61.47,208.39
x3,p72,266.87,479.59
x3,p138,146.49,257.03
x3,p78,227.18,435.37
x3,p117,85.56,134.05
x3,p124,174.87,233.13
x3,p53,98.29,196.86
x3,p123,162.8,325.53
x3,p82,78.5,125.26
x3,p93,65.38,171.09
x3,p47,110.92,345.15
x3,p108,50.92,208.23
x3,p118,65.22,154.34
x3,p52,239.46,322.48
x3,p41,48.98,79.19
x3,p96,125.09,208.96
x3,p150,244.07,412.83
x3,p90,122.72,344.67
x3,p45,89.93,143.35
x3,p80,65.6,129.76
x3,p13,49.65,83.32
x3,p60,111.59,150.88
x3,p101,52.23,135.51
x3,p141,54.27,114.13
x3,p127,123.23,201.44
x3,p27,87.13,328.13
x3,p136,259.53,370.83
x3,p58,111.01,175.29
x3,p111,52.99,74.39
x3,p65,85.72,297.51
x3,p91,234.51,415.31
x3,p6,147.03,200.09
x3,p50,56.8,237.63
x3,p79,142.75,235.95
x3,p54,103.43,175.81
x3,p4,281.65,521.46
x3,p18,200.26,325.84
x3,p31,51.41,73.15
x3,p70,180.66,302.7
x3,p139,71.83,150.62
x3,p130,42.21,336.81
x3,p119,98.19,255.03
x3,p89,133.6,349.95
x4,p19,215.72,256.78
x4,p91,197.01,543.65
x4,p85,70.21,98.56
x4,p8,91.36,299.8
x4,p50,117.92,242.16
x4,p14,22.9,284.72
x4,p30,244.12,475.61
x4,p23,76.07,319.1
x4,p127,133.25,223.05
x4,p1,187.85,247.68
x4,p147,189.66,319.47
x4,p70,236.44,255.02
x4,p32,93.14,181.88
x4,p72,259.0,400.57
x4,p13,64.63,81.03
x4,p141,35.66,148.84
x4,p97,128.29,137.52
x4,p33,28.2,65.49
x4,p118,90.6,215.29
x4,p27,236.83,300.31
x4,p116,104.36,204.85
x4,p28,48.96,101.68
x4,p134,189.96,356.51
x4,p36,12.97,348.87
x4,p95,63.7,186.7
x4,p81,224.8,309.15
x4,p115,92.66,136.26
x4,p108,99.0,217.02
x4,p7,149.85,324.18
x4,p52,245.64,372.52
x4,p24,78.63,297.03
x4,p101,77.39,111.88
x4,p46,66.3,254.07
x4,p149,26.29,78.57
x4,p133,40.8,94.81
x4,p2,34.83,79.38
x4,p89,140.34,332.27
x4,p102,133.54,359.51
x4,p79,62.04,195.89
x4,p42,241.46,359.4
x4,p39,130.05,371.6
x4,p67,254.22,359.39
x4,p25,125.43,152.26
x4,p94,27.6,100.12
x4,p74,80.89,490.17
x4,p29,28.21,187.37
x4,p126,45.18,149.67
x4,p69,83.73,407.04
x4,p109,110.34,212.07
x4,p104,30.6,170.35
x4,p83,200.98,336.09
x4,p117,90.34,113.23
x4,p119,123.47,241.47
x4,p17,102.57,321.96
x4,p60,95.94,162.65
x4,p87,76.26,167.03
x4,p98,43.0,244.34
x4,p61,146.22,330.66
x4,p150,144.58,312.55
x4,p4,277.95,364.46
x4,p103,102.94,280.57
x4,p62,148.77,420.12
x4,p84,234.23,439.46
x4,p15,68.37,132.67
x4,p77,142.72,161.58
x4,p5,133.17,454.73
x4,p110,263.46,458.03
x4,p35,58.68,226.24
x4,p90,170.56,249.25
x4,p138,43.68,169.31
x4,p122,119.95,176.36
x4,p99,107.07,144.89
x4,p132,161.6,276.36
x4,p106,104.16,230.1
x4,p111,54.04,95.95
x4,p56,160.58,325.82
x4,p145,116.17,157.46
x4,p6,162.93,195.13
x4,p10,60.42,143.34
x4,p113,117.13,162.46
x5,p20,52.81,70.22
x5,p101,83.8,146.52
x5,p139,42.33,115.44
x5,p109,151.75,206.55
x5,p106,131.0,192.64
x5,p2,50.34,109.18
x5,p141,33.47,127.96
x5,p108,25.6,139.71
x5,p74,67.74,309.39
x5,p148,32.86,250.74
x5,p87,116.41,136.75
x5,p131,136.24,250.86
x5,p45,116.15,136.72
x5,p69,174.64,404.34
x5,p34,131.66,470.68
x5,p88,135.2,348.36
x5,p111,51.34,90.35
x5,p143,47.16,433.97
x5,p136,159.65,381.97
x5,p94,30.55,107.49
x5,p43,226.14,259.56
x5,p70,201.83,270.15
x5,p92,156.88,201.56
x5,p33,38.89,47.21
x5,p16,62.39,117.85
x5,p75,201.1,351.57
x5,p110,162.2,453.55
x5,p129,133.82,325.86
x5,p146,33.47,261.91
x5,p112,75.69,161.58
x5,p134,128.96,238.0
x5,p13,40.01,68.07
x5,p125,125.22,473.75
x5,p145,75.43,177.8
x5,p40,98.59,119.7
x5,p76,105.85,205.52
x5,p124,152.32,336.75
x5,p24,121.64,286.73
x5,p39,51.23,278.26
x5,p93,90.36,181.0
x5,p82,20.75,149.08
x5,p127,78.6,174.1
x5,p17,176.51,321.26
x5,p149,35.1,83.57
x5,p104,17.48,135.75
x5,p21,181.12,341.26
x5,p95,79.1,220.27
x5,p147,126.34,409.75
x5,p7,38.25,376.99
x5,p144,147.83,272.06
x5,p80,69.81,79.53
x5,p29,41.88,188.12
x5,p64,240.06,387.62
x5,p103,121.04,363.74
x5,p50,118.34,187.97
x5,p51,118.7,257.48
x5,p5,249.84,522.75
x5,p107,278.29,491.44
x5,p9,81.26,259.15
x5,p122,93.35,128.18
x6,p38,75.13,150.65
x6,p77,124.96,164.41
x6,p50,79.08,217.52
x6,p11,57.77,105.35
x6,p62,92.39,422.55
x6,p84,76.42,265.43
x6,p109,88.95,237.5
x6,p32,118.15,254.31
x6,p35,151.87,222.19
x6,p48,189.59,330.22
x6,p4,150.12,497.21
x6,p1,161.22,233.07
x6,p17,128.42,303.33
x6,p5,261.61,526.43
x6,p14,174.04,282.13
x6,p91,150.01,433.6
x6,p101,51.32,168.92
x6,p143,17.54,301.28
x6,p134,131.58,332.01
x6,p44,47.29,264.22
x6,p43,108.76,243.36
x6,p122,67.96,220.25
x6,p117,95.66,123.65
x6,p21,239.13,393.0
x6,p81,122.36,318.66
x6,p31,50.5,86.71
x6,p112,38.57,249.04
x6,p69,227.25,325.51
x6,p20,45.89,101.22
x6,p25,99.95,181.43
x6,p92,90.51,338.51
x6,p124,69.29,337.88
x6,p104,41.77,152.54
x6,p105,130.9,526.91
x6,p52,139.69,277.51
x6,p98,121.5,208.36
x6,p131,59.16,280.59
x6,p88,218.25,344.05
x6,p12,39.63,113.98
x6,p114,112.06,166.11
x6,p26,111.04,341.14
x6,p41,59.73,97.21
x6,p9,106.51,212.66
x6,p107,173.23,486.52
x6,p46,85.46,209.59
x6,p3,55.64,152.79
x6,p72,175.47,309.99
x6,p103,181.23,344.24
x6,p116,99.97,193.46
x6,p83,163.94,212.47
x6,p137,97.78,155.26
x6,p115,106.47,147.79
x6,p61,173.55,328.43
x6,p36,0.94,204.49
x6,p54,118.0,133.57
x6,p39,226.54,329.13
x6,p8,118.03,315.8
x6,p82,87.57,119.33
x6,p70,216.37,293.71
x6,p87,89.52,152.36
x6,p113,82.38,153.04
x6,p123,103.7,298.22
x6,p37,20.47,155.89
x6,p23,31.39,274.43
x6,p142,266.43,509.28
x6,p33,19.32,71.69
x6,p34,216.29,466.32
x6,p120,124.76,350.09
x6,p135,97.7,503.17
x6,p129,170.23,268.57
x6,p119,100.17,283.64
x6,p97,94.18,192.27
x6,p144,187.33,270.85
x6,p89,178.0,304.83
x6,p45,78.75,128.6
x6,p148,148.93,244.89
x6,p79,91.51,170.62
x6,p78,249.89,315.73
x6,p53,113.66,167.63
x6,p65,219.68,298.31
x6,p145,82.63,191.79
x6,p42,200.25,413.15
x6,p10,33.67,104.04
x7,p61,176.49,267.88
x7,p123,205.41,255.28
x7,p126,37.38,170.79
x7,p124,136.61,206.88
x7,p145,102.99,198.43
x7,p149,39.42,73.78
x7,p4,115.75,329.69
x7,p106,160.99,209.54
x7,p67,152.86,362.63
x7,p93,91.07,183.05
x7,p30,94.8,332.85
x7,p71,89.35,284.8
x7,p109,109.53,213.21
x7,p53,101.58,186.63
x7,p144,114.38,250.88
x7,p42,98.44,333.59
x7,p90,228.54,298.48
x7,p24,113.33,195.38
x7,p76,193.21,245.89
x7,p132,198.72,248.02
x7,p69,137.05,404.07
x7,p31,33.78,70.68
x7,p131,100.65,280.08
x7,p32,41.05,174.93
x7,p18,174.17,385.03
x7,p142,172.96,374.11
x7,p73,258.84,477.18
x7,p92,159.06,204.38
x7,p52,107.28,434.73
x7,p8,153.39,230.69
x7,p70,201.2,280.32
x7,p29,112.07,169.39
x7,p77,122.22,184.73
x7,p48,178.08,344.26
x7,p91,221.21,426.42
x7,p20,36.72,85.95
x7,p128,118.91,283.44
x7,p39,20.1,451.09
x7,p43,93.73,388.16
x7,p17,70.47,229.51
x7,p116,163.11,286.23
x7,p99,124.38,165.78
x7,p23,193.94,300.42
x7,p65,237.97,417.68
x7,p130,77.37,368.33
x7,p75,100.31,398.07
x7,p34,225.43,306.44
x7,p38,112.48,125.09
x7,p21,98.34,389.25
x7,p50,91.85,172.1
x7,p108,38.86,176.12
x7,p22,177.25,264.16
x7,p64,76.64,260.88
x7,p143,211.71,306.33
x7,p68,130.15,229.8
x7,p112,59.31,208.74
x7,p100,101.99,233.66
x7,p146,156.31,369.98
x7,p62,67.09,351.09
x8,p55,68.74,134.04
x8,p48,147.68,372.36
x8,p87,83.8,157.26
x8,p29,40.64,193.97
x8,p117,78.21,107.22
x8,p10,25.99,98.71
x8,p38,76.29,158.8
x8,p90,132.61,377.06
x8,p85,56.64,85.85
x8,p77,140.63,152.65
x8,p139,84.0,132.88
x8,p57,26.97,193.3
x8,p61,125.87,251.39
x8,p134,171.52,251.46
x8,p93,89.95,144.66
x8,p118,122.81,156.47
x8,p83,127.63,233.65
x8,p141,49.27,133.16
x8,p41,64.76,82.09
x8,p5,109.22,543.24
x8,p137,96.3,221.19
x8,p53,119.15,185.33
x8,p80,59.38,102.2
x8,p69,269.14,365.43
x8,p138,97.8,250.54
x8,p149,28.7,61.9
x8,p124,131.81,203.08
x8,p133,64.68,107.12
x8,p111,55.07,77.47
x8,p73,103.15,509.74
x8,p142,280.62,390.51
x8,p17,158.96,335.04
x8,p98,51.86,262.51
x8,p46,124.5,200.03
x8,p76,177.18,268.01
x8,p19,201.55,307.2
x8,p81,275.06,375.29
x8,p27,122.44,441.71
x8,p9,57.51,172.29
x8,p103,96.51,360.3
x8,p24,147.78,221.56
x8,p110,49.16,445.21
x8,p91,118.71,495.64
x8,p78,130.62,380.8
x8,p71,141.21,424.03
x8,p97,111.0,157.33
x8,p1,154.5,329.95
x8,p21,71.33,448.34
x8,p36,36.82,251.53
x8,p54,83.66,165.65
x8,p6,141.58,213.28
x8,p96,106.97,255.92
x8,p145,125.21,204.96
x8,p52,262.67,393.43
x8,p147,260.15,434.94
x8,p101,90.82,151.48
x8,p84,213.19,255.74
x8,p25,106.07,171.79
x8,p35,101.93,211.25
x8,p51,46.03,450.78
x8,p104,27.15,143.26
x8,p82,47.51,114.49
x8,p66,245.16,365.91
x8,p121,66.88,134.08
x8,p11,46.52,95.92
x8,p43,76.52,266.79
x8,p16,69.34,88.0
x8,p89,172.95,376.49
x9,p119,199.33,218.06
x9,p94,56.71,128.2
x9,p92,66.75,353.11
x9,p134,214.44,367.13
x9,p120,50.49,274.97
x9,p54,110.04,133.72
x9,p111,51.83,79.63
x9,p78,214.47,427.05
x9,p113,97.03,161.53
x9,p61,140.6,344.52
x9,p58,125.03,150.91
x9,p36,51.79,257.94
x9,p56,198.7,260.22
x9,p27,192.59,383.37
x9,p108,100.43,160.79
x9,p17,100.34,240.32
x9,p112,26.1,210.36
x9,p110,155.57,325.27
x9,p68,94.88,176.06
x9,p47,134.0,366.08
x9,p35,117.81,282.62
x9,p52,134.03,357.0
x9,p45,96.57,162.79
x9,p106,134.31,203.42
x9,p5,185.47,541.73
x9,p72,124.7,303.16
x9,p125,183.43,328.94
x9,p97,119.49,146.75
x9,p65,252.77,360.51
x9,p53,63.99,230.31
x9,p146,230.13,418.52
x9,p83,159.89,240.42
x9,p122,50.42,215.41
x9,p50,110.46,203.94
x9,p67,153.41,353.52
x9,p8,94.8,323.44
x9,p80,63.21,108.54
x9,p37,72.73,130.24
x9,p13,45.08,98.44
x9,p82,55.89,130.5
x9,p124,71.36,303.81
x9,p69,77.44,442.51
x9,p84,43.03,383.59
x9,p55,80.96,140.11
x9,p22,88.97,228.84
x9,p101,55.9,137.21
x9,p86,223.21,343.88
x9,p149,28.99,75.35
x9,p76,179.61,221.97
x9,p24,113.19,263.08
x9,p31,39.3,81.15
x9,p16,60.3,91.92
x9,p99,136.15,158.63
x9,p44,113.97,288.77
x9,p128,26.67,373.2
x9,p126,91.84,114.54
x9,p142,226.67,533.33
x9,p49,54.68,75.44
x9,p105,172.75,509.23
x9,p137,85.38,183.05
x9,p114,33.78,148.86
x9,p150,158.79,263.11
x9,p2,47.62,94.54
x9,p103,178.89,331.28
x9,p145,22.98,238.41
x9,p10,56.97,146.32
x9,p18,125.88,292.39
x9,p132,197.49,206.94
x9,p14,53.2,322.35
x9,p118,51.39,164.77
x9,p81,114.35,339.12
x9,p12,97.82,186.88
x9,p41,29.67,95.56
x9,p141,50.29,134.11
x9,p30,140.77,299.93
x9,p71,145.7,363.88
x9,p1,112.89,243.41
x9,p136,178.79,315.89
x9,p25,114.52,174.55
x9,p123,117.81,243.3
x9,p21,221.31,415.51
x9,p66,237.87,295.96
x9,p4,116.98,371.0
x9,p139,41.26,109.19
x9,p148,47.28,272.35
x9,p93,21.4,148.95
x9,p116,82.34,270.1
x10,p75,144.35,346.39
x10,p52,141.4,421.64
x10,p63,227.93,452.43
x10,p62,21.68,317.22
x10,p141,72.75,175.33
x10,p13,58.52,84.31
x10,p124,96.28,251.25
x10,p92,137.52,195.6
x10,p72,157.63,291.79
x10,p33,40.73,61.58
x10,p144,167.6,297.61
x10,p10,29.02,98.42
x10,p5,126.63,457.69
x10,p8,196.81,377.04
x10,p130,120.99,332.55
x10,p32,100.59,151.86
x10,p106,125.57,176.39
x10,p102,90.84,440.36
x10,p132,154.49,322.09
x10,p146,73.58,432.17
x10,p96,114.75,226.53
x10,p135,285.2,510.59
x10,p68,147.85,181.67
x10,p59,76.71,326.79
x10,p139,55.84,135.81
x10,p60,69.61,174.16
x10,p90,228.43,390.75
x10,p71,270.24,389.96
x10,p73,212.71,358.14
x10,p118,89.43,167.61
x10,p40,99.1,124.96
x10,p30,230.11,396.41
x10,p25,110.72,176.24
x10,p23,117.0,243.21
x10,p67,195.26,354.17
x10,p12,44.8,187.68
x10,p119,166.73,220.29
x10,p15,87.66,140.95
x10,p88,201.89,415.67
x10,p35,167.55,263.91
x10,p117,102.46,105.6
x10,p11,75.54,104.75
x10,p81,156.53,408.19
x10,p58,108.14,154.37
x10,p138,149.55,250.79
x10,p69,211.25,459.01
x10,p85,37.76,76.74
x10,p70,151.08,276.56
x10,p19,195.79,298.76
x10,p113,83.73,189.03
x10,p45,91.66,131.4
x10,p57,125.74,240.88
x10,p43,76.02,384.67
x10,p129,53.71,239.32
x10,p38,106.4,170.71
x10,p110,65.22,358.85
x10,p150,97.15,431.95
x10,p137,113.99,223.27
x10,p55,85.91,139.96
x10,p42,181.0,400.8
x10,p145,69.39,168.12
x10,p105,249.27,410.31
x10,p66,83.83,343.97
x10,p26,94.97,352.5
x10,p136,84.81,447.72
x10,p77,114.17,162.84
x10,p34,109.84,356.04
x10,p89,243.82,308.83
x10,p107,166.68,533.09
x10,p47,172.82,315.01
x10,p56,191.54,240.59
x10,p91,280.79,330.39
x11,p79,118.5,221.99
x11,p131,136.9,265.17
x11,p51,231.86,344.16
x11,p70,87.99,388.23
x11,p102,236.04,370.36
x11,p5,223.95,387.78
x11,p21,202.56,403.56
x11,p83,132.84,253.66
x11,p143,118.96,391.1
x11,p54,85.32,133.58
x11,p82,78.8,113.42
x11,p37,78.92,145.07
x11,p1,180.61,253.63
x11,p4,136.7,495.77
x11,p35,122.02,190.96
x11,p40,96.11,140.06
x11,p49,47.93,91.49
x11,p24,185.47,275.81
x11,p124,185.34,229.76
x11,p78,201.05,323.48
x11,p36,78.42,222.62
x11,p138,105.08,165.23
x11,p85,37.93,97.07
x11,p56,111.76,235.21
x11,p31,43.02,77.81
x11,p15,92.0,133.85
x11,p75,45.98,262.3
x11,p121,80.45,131.5
x11,p18,198.32,234.22
x11,p45,83.45,141.36
x11,p67,246.09,329.5
x11,p66,127.2,288.83
x11,p53,136.97,170.59
x11,p9,31.87,273.54
x11,p72,231.07,391.9
x11,p110,216.91,350.91
x11,p148,149.73,279.73
x11,p52,96.4,274.87
x11,p134,230.88,431.57
x11,p16,63.06,84.84
x11,p120,61.3,374.16
x11,p29,28.53,117.9
x11,p104,45.08,160.11
x11,p109,93.01,227.62
x11,p55,103.65,144.75
x11,p147,93.25,357.58
x11,p141,54.56,111.87
x11,p41,61.99,76.72
x11,p39,190.1,464.28
x11,p23,105.02,202.27
x11,p114,24.96,182.72
x11,p142,122.23,522.97
x11,p30,195.25,473.4
x11,p59,160.66,401.09
x11,p94,28.27,92.68
x11,p46,101.5,220.65
x11,p137,98.79,245.57
x11,p146,207.79,376.83
x11,p98,64.67,176.56
x11,p132,200.93,283.79
x11,p13,52.28,69.15
x11,p2,56.17,74.52
x11,p32,137.99,233.47
x11,p118,44.52,168.68
x11,p26,98.35,288.43
x11,p100,62.21,185.89
x11,p91,100.89,409.0
x11,p68,116.01,174.82
x11,p61,178.76,291.72
x11,p8,72.45,374.56
x11,p62,203.7,331.01
x11,p107,129.96,508.17
x12,p67,272.15,309.21
x12,p55,64.32,148.5
x12,p8,113.68,355.33
x12,p11,52.54,83.97
x12,p32,130.98,267.59
x12,p109,142.97,188.94
x12,p96,125.4,267.41
x12,p85,56.94,74.89
x12,p127,70.67,196.62
x12,p104,2.35,169.68
x12,p106,100.6,223.24
x12,p23,92.36,343.47
x12,p49,49.93,96.6
x12,p40,107.3,121.26
x12,p124,64.42,207.48
x12,p35,39.47,224.35
x12,p84,201.76,280.14
x12,p38,92.36,169.07
x12,p25,138.35,163.33
x12,p73,236.17,511.47
x12,p39,147.27,333.68
x12,p41,48.02,116.48
x12,p126,49.33,102.75
x12,p102,256.9,408.73
x12,p89,106.44,333.19
x12,p118,99.18,194.63
x12,p145,72.59,198.79
x12,p114,114.91,155.27
x12,p81,201.03,412.43
x12,p21,133.3,323.59
x12,p107,298.79,507.13
x12,p140,119.1,162.91
x12,p90,135.75,295.75
x12,p5,117.44,420.22
x12,p150,155.13,409.89
x12,p46,112.33,178.61
x12,p66,122.73,318.28
x12,p136,80.76,394.23
x12,p43,98.81,408.18
x12,p42,175.23,341.29
x12,p62,67.17,326.34
x12,p128,69.63,209.4
x12,p93,40.81,195.89
x12,p91,170.87,399.26
x12,p141,98.31,118.5
x12,p129,147.05,261.88
x12,p74,244.4,431.57
x12,p77,128.11,176.3
x12,p149,30.09,66.41
x12,p54,109.3,144.36
x12,p143,179.1,429.26
x12,p63,111.37,378.54
x12,p88,163.43,470.37
x12,p147,220.78,329.34
x12,p34,106.78,360.86
x12,p10,61.26,133.99
x12,p75,190.98,298.0
x12,p26,165.65,452.32
x12,p51,115.5,357.57
x12,p12,69.42,182.87
x12,p87,114.61,137.79
x12,p100,106.23,160.68
x12,p2,12.33,98.07
x12,p1,192.31,337.15
x12,p133,52.69,76.93
x12,p15,101.14,104.82
x12,p105,275.4,458.73
x12,p57,62.67,186.68
x12,p9,116.32,189.03
x12,p61,126.9,297.82
x12,p103,182.54,256.05
x12,p14,124.21,359.05
x12,p92,73.99,256.67
x12,p95,137.33,206.9
x12,p98,153.3,271.78
x12,p123,174.07,226.1
x12,p31,32.58,75.37
x12,p24,187.63,200.16
x12,p112,91.13,230.89
x13,p108,66.76,149.35
x13,p138,104.08,155.77
x13,p60,115.08,176.4
x13,p2,68.65,89.68
x13,p73,169.78,410.75
x13,p26,201.93,342.73
x13,p137,46.44,177.91
x13,p107,304.06,484.98
x13,p92,164.24,293.45
x13,p49,62.25,73.51
x13,p123,208.64,228.08
x13,p52,213.26,336.56
x13,p81,255.38,301.28
x13,p120,136.95,268.43
x13,p66,146.28,407.08
x13,p135,257.55,520.32
x13,p48,239.29,242.68
x13,p103,62.85,327.17
x13,p21,267.19,469.82
x13,p17,183.3,204.55
x13,p65,106.34,424.14
x13,p50,87.6,218.04
x13,p38,87.03,170.39
x13,p74,81.02,391.08
x13,p104,42.86,101.56
x13,p10,29.99,105.04
x13,p12,30.35,149.46
x13,p126,96.19,118.42
x13,p57,42.95,146.02
x13,p42,164.4,303.18
x13,p145,83.68,181.08
x13,p110,100.9,487.59
x13,p90,229.85,340.56
x13,p141,33.0,151.99
x13,p7,72.07,269.49
x13,p136,158.2,275.44
x13,p148,116.56,166.8
x13,p8,157.2,335.73
x13,p35,80.96,299.02
x13,p3,11.52,114.37
x13,p9,148.79,172.49
x13,p95,56.6,195.33
x13,p142,177.48,319.96
x13,p27,207.97,303.58
x13,p76,169.13,220.47
x13,p82,58.03,157.31
x13,p122,98.4,144.93
x13,p96,124.08,235.06
x13,p31,35.51,73.4
x13,p30,80.91,377.53
x13,p13,33.35,84.82
x13,p133,36.14,92.19
x13,p18,142.36,312.81
x13,p68,142.25,245.72
x13,p117,90.71,123.83
x13,p11,69.88,106.37
x13,p144,93.13,226.77
x13,p124,127.04,328.6
x13,p87,88.62,141.96
x13,p119,115.32,267.99
x13,p22,130.61,238.87
x13,p114,63.18,197.74
x13,p29,107.87,156.61
x13,p93,23.43,164.15
x13,p111,56.1,85.06
x13,p100,144.9,217.95
x13,p15,103.45,141.5
x13,p88,269.62,471.39
x13,p47,186.01,315.3
x13,p64,65.15,323.21
x13,p121,103.64,117.76
x13,p67,96.98,346.31
x13,p109,108.73,192.43
x13,p53,136.41,222.19
x13,p6,164.94,205.39
x13,p46,71.5,205.65
x13,p86,161.39,335.44
x13,p98,116.24,212.34
x13,p44,146.52,208.37
x13,p20,45.32,76.26
x14,p97,72.9,143.03
x14,p101,85.4,148.83
x14,p9,129.13,199.58
x14,p60,120.87,123.47
x14,p93,18.17,142.96
x14,p75,55.57,319.9
x14,p107,223.86,540.26
x14,p145,66.42,225.41
x14,p85,57.77,72.68
x14,p121,82.96,152.05
x14,p66,139.99,369.41
x14,p5,80.08,511.52
x14,p116,112.27,221.15
x14,p25,117.74,146.24
x14,p106,122.16,195.73
x14,p55,84.05,140.9
x14,p71,90.27,429.88
x14,p65,159.32,420.84
x14,p76,142.81,295.9
x14,p115,102.52,153.41
x14,p133,42.38,117.59
x14,p80,43.34,91.21
x14,p61,143.41,250.94
x14,p12,52.19,159.2
x14,p110,259.8,405.55
x14,p56,179.35,238.76
x14,p96,132.6,262.06
x14,p74,270.77,398.07
x14,p113,105.26,195.78
x14,p72,87.18,412.97
x14,p40,97.17,119.15
x14,p3,56.28,134.43
x14,p10,60.66,87.34
x14,p128,162.23,276.16
x14,p18,204.71,240.29
x14,p57,118.17,190.6
x14,p144,148.45,295.32
x14,p17,155.55,336.89
x14,p146,191.54,303.67
x14,p20,58.36,79.23
